
1,point,-111.9306721727941,109.1611343897056,49.58771018014698
2,point,-94.23339657720589,115.5259804669116,25.67303133823562
3,point,-64.78455754779414,77.97476059558794,22.09130555147095
4,point,-68.10294117647058,115.7737395919116,24.54695384558807
5,point,-81.94178803308823,97.09111978308792,33.02884282352925
6,point,-84.62628567647062,99.11312625367619,8.16703716544132
7,point,-108.7696077683824,100.2161764705879,11.84289223161762
8,point,-81.08391004779409,123.9512975514704,47.6126730367651
9,point,-89.98493697794113,95.37717990808798,56.71784768014668
10,point,-64.02612503676471,99.92668168382323,59.84623514705889
11,point,-115.6470588235294,124.7955882352939,31.51838235294117
12,point,-68.99999999999997,82.63382352941153,-9.746323529411761
13,point,-84.54901953308824,139.1485294117645,17.76348046691206
14,point,-80.40313681617647,99.03046721691157,78.78036042279372
15,point,-52.85294117647059,131.5235294117645,11.33455882352942
16,point,-98.60294117647059,79.9426470588233,-7.952205882352934
17,point,-49.34034969485295,93.20990462867631,37.95974956617606
18,point,-117.4411764705882,121.2073529411763,-21.40808823529411
19,point,-130,79.04558823529388,76.37132352941177
20,point,-66.39150118014706,78.17774145955855,50.89795743749966
21,point,-61.5100842757353,75.57605400735279,74.3441313860298
22,point,-108.4705882352941,96.98676470588211,114.9448529411765
23,point,-48.08239222058822,43.85428971691144,41.33254900735289
24,point,-47.47058823529411,80.83970588235272,105.5257352941177
25,point,-46.1974417610294,42.39092887132332,66.60280752573551
26,point,-95.61274517279412,35.38872541544084,40.78799012132323
27,point,-45.34484251838231,38.97806947426442,16.10188352573552
28,point,-63.61764705882353,43.16323529411741,-3.466911764705879
29,point,-82.45588235294115,47.64852941176446,105.0772058823529
30,point,-6.009232930147069,38.32298733455865,40.90232116544114
31,point,-37.22916659191177,32.92181365073495,93.56495105514735
32,point,-19.69738803308822,29.72786329411743,60.29767013235271
33,point,-16.95704780514711,22.00161764705866,20.57054101470596
34,point,-16.22736154411761,16.21021305882323,-7.14178813970563
35,point,-70.79411764705883,49.44264705882329,128.4007352941177
36,point,3.134790863970615,34.64406410294088,14.61430994117657
37,point,-4.880331496323549,38.82128556985275,-7.472849716911599
38,point,-13.84390428308827,0.796015187499715,49.56083968014731
39,point,3.653993261029375,14.15453997058805,36.78110891176506
40,point,-8.065382805147021,-16.96802916911781,31.13013193014711
41,point,9.341525389705852,4.649147018382028,5.488765783088231
42,point,10.17478561397058,11.66650336764687,61.25837415808786
43,point,21.77952182352946,-8.04795050367672,24.31274613970594
44,point,18.99063815441175,-12.59286337500034,48.3526220992644
45,point,13.62524590441176,-3.702220797794257,-20.18049979044086
46,point,-9.311337856617614,-22.06076038970615,3.452713613970675
47,point,29.38692422058825,-12.06188169852967,-0.8860531213235903
48,point,12.40808823529411,-29.05000000000024,-9.746323529411761
49,point,-4.891857356617683,-48.68063718014737,34.41056638235271
50,point,42.77317821323533,-29.04526016544142,17.41911034926473
51,point,19.62540258455883,-49.46335038235316,14.80602621323492
52,point,40.8317547610294,-28.81583041911796,41.46556421691179
53,point,23.1524064375,-14.42522286397093,-40.01526293014716
54,point,41.42885886764711,-36.03604630514725,-7.658539547793796
55,point,22.52708108455881,-55.80435622426492,50.24490848161732
56,point,78.78413799264702,-53.16848791544136,21.03235945588253
57,point,67.90486984926476,-66.23322795220614,40.18016997426456
58,point,82.65256579779415,-13.60722788970611,-31.57348257352919
59,point,63.50721680882348,-72.48945949264723,7.614870547794228
60,point,87.51052595955881,-37.0267031250003,-28.78191580147055
61,point,83.79341067279415,-52.66445747426489,-5.074464051470505
62,point,47.66980161029415,-90.11972255147084,24.44127986764676
63,point,68.25,-50.13088235294143,85.34191176470588
64,point,60.0184978566176,-72.69087745588253,-19.26229347794095
